EMP_CODIGO,REFERENCIA,COD_GRUPO,COD_SETOR_COMERCIAL,NUM_QUADRA,COD_ROTA_LEITURA,MATRICULA,SEQ_RESPONSAVEL,ECO_RESIDENCIAL,ECO_COMERCIAL,ECO_INDUSTRIAL,ECO_PUBLICA,ECO_OUTRAS,LTR_ATUAL,LTR_COLETADA,DAT_LEITURA,DIAS_LEITURA,CONS_MEDIDO,TIPO_LIGACAO,CATEGORIA,SUB_CATEGORIA,DSC_OCORRENCIA,COD_LEITURA_INF_1,COD_LEITURA_INF_2,COD_LEITURA_INF_3,HORA_LEITURA,DSC_SIMULTANEA,VOLUME_ESTIMADO,VOLUME_ESTIMADO_ACUM,FATURADO_MEDIA,COD_LEITURA_INT,STA_TROCA,EXCECAO,STA_ACEITA_LEITURA,COD_LATITUDE,COD_LONGITUDE,FRAUDE
2.0,2019-06-01,6.0,19.0,500.0,16.0,17265193,140265.0,0.0,1.0,0.0,0.0,0.0,630.0,0.0,2019-06-10,32.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,13:28:03,69-RETIDA - CONSOLIDADO,14.0,28.0,MEDIA,107.0,N,Isento Agua e Esgoto,N,-20.486492,-54.633516,0
2.0,2019-05-01,16.0,46.0,642.0,17.0,17863910,476912.0,0.0,0.0,0.0,1.0,0.0,21663.0,21663.0,2019-05-24,29.0,135.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,08:08:22,52-RETIDA - VALOR ALTO,0.0,0.0,,903.0,N,Normal,S,-20.515049,-54.642767,0
2.0,2019-03-01,5.0,4.0,82.0,3.0,17075996,82055.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,2019-03-11,31.0,8.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,14:10:09,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.450679,-54.59615,0
2.0,2019-01-01,16.0,46.0,642.0,17.0,17863910,476912.0,0.0,0.0,0.0,1.0,0.0,20333.0,20333.0,2019-01-24,33.0,558.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,10:38:00,52-RETIDA - VALOR ALTO,0.0,0.0,,900.0,N,Normal,S,-20.515049,-54.642767,1
2.0,2019-12-01,9.0,9.0,30.0,7.0,17438364,885981.0,0.0,1.0,0.0,0.0,0.0,118.0,118.0,2019-12-17,33.0,5.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:27:47,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.477653,-54.590489,1
2.0,2019-09-01,5.0,6.0,114.0,5.0,17087616,747536.0,0.0,0.0,0.0,1.0,0.0,3595.0,3595.0,2019-09-05,29.0,37.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,507.0,,,15:33:25,69-RETIDA - CONSOLIDADO,0.0,0.0,,900.0,N,Normal,S,-20.465195,-54.632115,1
2.0,2019-02-01,9.0,9.0,30.0,7.0,17438364,885981.0,0.0,1.0,0.0,0.0,0.0,75.0,75.0,2019-02-12,28.0,3.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,13:30:42,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.477653,-54.590489,0
2.0,2019-08-01,15.0,56.0,262.0,41.0,17896820,802517.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-23,0.0,0.0,Consumo Fixo,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,16:24:29,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.462163,-54.537385,1
2.0,2019-07-01,9.0,1.0,76.0,1.0,17868694,865161.0,0.0,1.0,0.0,0.0,0.0,343.0,343.0,2019-07-16,35.0,4.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:24:37,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.459979,-54.609916,0
2.0,2019-10-01,9.0,37.0,150.0,19.0,17324206,162937.0,1.0,0.0,0.0,0.0,0.0,1190.0,1190.0,2019-10-10,28.0,29.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,16:01:14,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.441113,-54.648825,1
2.0,2019-06-01,16.0,50.0,20.0,19.0,17722242,240880.0,0.0,1.0,0.0,0.0,0.0,310.0,0.0,2019-06-25,31.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,13:50:13,69-RETIDA - CONSOLIDADO,8.0,32.0,MEDIA,107.0,N,Isento Agua e Esgoto,N,-20.497359,-54.610878,1
2.0,2019-05-01,8.0,1.0,122.0,1.0,17941939,838273.0,0.0,1.0,0.0,0.0,0.0,1825.0,1825.0,2019-05-13,28.0,629.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,10:14:12,52-RETIDA - VALOR ALTO,0.0,0.0,,901.0,N,Normal,S,-20.46047,-54.603657,1
2.0,2019-03-01,5.0,17.0,64.0,13.0,17085212,89034.0,1.0,0.0,0.0,0.0,0.0,1250.0,1250.0,2019-03-09,31.0,2.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,08:01:32,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.458798,-54.640073,0
2.0,2019-01-01,8.0,1.0,122.0,1.0,17941939,838273.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,2019-01-17,35.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,07:56:24,67-RETIDA - GRANDE CLIENTE,0.0,0.0,,905.0,N,Normal,S,-20.46047,-54.603657,1
2.0,2019-12-01,6.0,1.0,58.0,2.0,17870323,498509.0,0.0,1.0,0.0,0.0,0.0,208.0,208.0,2019-12-11,32.0,19.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:18:12,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.456556,-54.613644,0
2.0,2019-09-01,20.0,84.0,227.0,20.0,17917694,676073.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-27,28.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,207.0,515.0,,09:45:17,10-ISENTA - NAO IMPRESSA,0.0,0.0,MEDIA,107.0,N,Normal,N,-20.535784,-54.63366,1
2.0,2019-02-01,6.0,1.0,58.0,2.0,17870323,498509.0,0.0,1.0,0.0,0.0,0.0,75.0,75.0,2019-02-11,30.0,7.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,14:13:39,01-EM MAOS,0.0,0.0,,908.0,N,Normal,S,-20.456556,-54.613644,0
2.0,2019-08-01,15.0,56.0,264.0,41.0,17896837,595861.0,1.0,0.0,0.0,0.0,0.0,726.0,726.0,2019-08-24,29.0,10.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,13:51:26,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.462389,-54.5377,0
2.0,2019-07-01,4.0,10.0,10.0,8.0,17850289,428417.0,0.0,1.0,0.0,0.0,0.0,2952.0,2952.0,2019-07-05,28.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:13:02,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.458998,-54.585755,0
2.0,2019-10-01,16.0,37.0,376.0,13.0,17123566,325370.0,1.0,0.0,0.0,0.0,0.0,1428.0,1428.0,2019-10-24,31.0,14.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,13:51:42,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.430128,-54.659591,1
2.0,2019-06-01,12.0,77.0,212.0,35.0,17816444,312406.0,0.0,1.0,0.0,0.0,0.0,58.0,0.0,2019-06-21,32.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,10:44:58,51-RETIDA - ENDER. ESP,8.0,41.0,MEDIA,107.0,N,Isento Agua e Esgoto,N,-20.514888,-54.691527,1
2.0,2019-05-01,5.0,5.0,180.0,4.0,17931334,757423.0,0.0,1.0,0.0,0.0,0.0,94.0,94.0,2019-05-07,31.0,6.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,13:30:22,02-CAIXA CORREIO,-3.0,0.0,,900.0,N,Normal,S,-20.452582,-54.619284,1
2.0,2019-03-01,11.0,8.0,128.0,5.0,17132641,114096.0,1.0,0.0,0.0,0.0,0.0,361.0,361.0,2019-03-18,30.0,7.0,Hidrometrado,RESIDENCIAL,RES. SOCIAL,NORMAL,,,,15:44:11,01-EM MAOS,-7.0,0.0,,900.0,N,Normal,S,-20.468214,-54.605803,1
2.0,2019-01-01,5.0,5.0,180.0,4.0,17931334,757423.0,0.0,1.0,0.0,0.0,0.0,82.0,82.0,2019-01-10,34.0,4.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,10:21:12,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.452582,-54.619284,0
2.0,2019-12-01,99.0,17.0,8.0,4.0,17329482,414407.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2019-12-30,31.0,0.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,10:35:08,69-RETIDA - CONSOLIDADO,0.0,0.0,,905.0,N,Normal,S,-20.465756,-54.634844,1
2.0,2019-09-01,17.0,24.0,674.0,51.0,17933751,757443.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-26,30.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,12:49:41,10-ISENTA - NAO IMPRESSA,0.0,0.0,,905.0,N,Normal,S,-20.490242,-54.567593,0
2.0,2019-02-01,99.0,17.0,8.0,4.0,17329482,414407.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2019-02-28,29.0,0.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,08:51:01,69-RETIDA - CONSOLIDADO,0.0,0.0,,905.0,N,Normal,S,-20.465756,-54.634844,0
2.0,2019-08-01,14.0,61.0,568.0,25.0,17953338,914674.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,2019-08-20,28.0,2.0,Hidrometrado,RESIDENCIAL,RES. SOCIAL,NORMAL,,,,12:44:13,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.421029,-54.547142,0
2.0,2019-07-01,12.0,92.0,506.0,43.0,17860371,465179.0,0.0,0.0,0.0,1.0,0.0,139.0,139.0,2019-07-17,29.0,0.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,08:39:55,69-RETIDA - CONSOLIDADO,0.0,0.0,,905.0,N,Normal,S,-20.556706,-54.573568,0
2.0,2019-10-01,16.0,37.0,376.0,13.0,17123556,1021350.0,1.0,0.0,0.0,0.0,0.0,408.0,408.0,2019-10-24,31.0,11.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,14:00:11,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.429039,-54.659516,0
2.0,2019-06-01,9.0,88.0,242.0,50.0,17835505,366724.0,0.0,1.0,0.0,0.0,0.0,257.0,0.0,2019-06-17,32.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,10:00:09,51-RETIDA - ENDER. ESP,6.0,85.0,MEDIA,107.0,N,Isento Agua e Esgoto,N,-20.524748,-54.593076,1
2.0,2019-05-01,14.0,12.0,182.0,3.0,17541184,770901.0,1.0,0.0,0.0,0.0,0.0,939.0,939.0,2019-05-18,30.0,9.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,08:09:47,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.434669,-54.574169,0
2.0,2019-03-01,14.0,2.0,72.0,1.0,17104473,679343.0,1.0,0.0,0.0,0.0,0.0,171.0,171.0,2019-03-22,29.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,12:33:43,01-EM MAOS,0.0,0.0,,905.0,N,Normal,S,-20.466295,-54.608143,1
2.0,2019-01-01,14.0,12.0,182.0,3.0,17541184,770901.0,1.0,0.0,0.0,0.0,0.0,902.0,902.0,2019-01-21,33.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,09:44:30,02-CAIXA CORREIO,0.0,0.0,,905.0,N,Normal,S,-20.434669,-54.574169,1
2.0,2019-12-01,99.0,57.0,900.0,18.0,17835664,488392.0,0.0,0.0,0.0,1.0,0.0,32379.0,32379.0,2019-12-30,31.0,0.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,13:54:38,69-RETIDA - CONSOLIDADO,0.0,0.0,,900.0,N,Normal,S,-20.473361,-54.388946,0
2.0,2019-09-01,16.0,22.0,302.0,5.0,17791392,273960.0,12.0,0.0,0.0,0.0,0.0,1429.0,1429.0,2019-09-20,30.0,102.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,13:57:14,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.486458,-54.606308,1
2.0,2019-02-01,99.0,57.0,900.0,18.0,17835664,488392.0,0.0,0.0,0.0,1.0,0.0,1344.0,1344.0,2019-02-28,29.0,0.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,14:34:40,52-RETIDA - VALOR ALTO,0.0,0.0,,906.0,N,Normal,S,-20.473361,-54.388946,0
2.0,2019-08-01,14.0,74.0,576.0,31.0,17954184,927175.0,1.0,0.0,0.0,0.0,0.0,99.0,99.0,2019-08-20,31.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,14:16:29,10-ISENTA - NAO IMPRESSA,0.0,0.0,,905.0,N,Normal,S,-20.464891,-54.699005,0
2.0,2019-07-01,17.0,70.0,218.0,27.0,17842001,452847.0,0.0,0.0,0.0,1.0,0.0,15871.0,15871.0,2019-07-26,28.0,139.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,16:08:15,69-RETIDA - CONSOLIDADO,0.0,0.0,,900.0,N,Normal,S,-20.412382,-54.643589,0
2.0,2019-10-01,16.0,36.0,200.0,12.0,17267247,542529.0,1.0,0.0,0.0,0.0,0.0,462.0,462.0,2019-10-22,32.0,6.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,515.0,,,16:28:22,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.426591,-54.661348,1
2.0,2019-06-01,6.0,33.0,476.0,24.0,17814903,298772.0,0.0,0.0,0.0,1.0,0.0,223.0,0.0,2019-06-11,31.0,0.0,Hidrometrado,PUBLICA,PUBLICA,MEDIDOR DE DIFÍCIL ACESSO,,,,13:21:09,69-RETIDA - CONSOLIDADO,49.0,49.0,MEDIA,107.0,N,Normal,N,-20.414985,-54.635604,0
2.0,2019-05-01,10.0,1.0,46.0,1.0,17088603,481809.0,0.0,1.0,0.0,0.0,0.0,767.0,767.0,2019-05-20,34.0,13.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:08:14,04-FIXADA AO PORTAO,0.0,0.0,,902.0,N,Normal,S,-20.463582,-54.615607,0
2.0,2019-03-01,6.0,6.0,54.0,5.0,17524522,871346.0,0.0,1.0,0.0,0.0,0.0,1622.0,1622.0,2019-03-11,31.0,12.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,10:46:17,01-EM MAOS,-7.0,0.0,,902.0,N,Normal,S,-20.462885,-54.625531,1
2.0,2019-01-01,10.0,1.0,46.0,1.0,17088603,481809.0,0.0,1.0,0.0,0.0,0.0,743.0,743.0,2019-01-19,33.0,10.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:13:12,04-FIXADA AO PORTAO,0.0,0.0,,903.0,N,Normal,S,-20.463582,-54.615607,1
2.0,2019-12-01,99.0,5.0,176.0,5.0,17866966,485944.0,0.0,0.0,0.0,1.0,0.0,1304.0,1304.0,2019-12-30,31.0,7.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,09:59:58,69-RETIDA - CONSOLIDADO,0.0,0.0,,900.0,N,Normal,S,-20.456028,-54.620085,1
2.0,2019-09-01,19.0,11.0,100.0,4.0,17860305,499969.0,44.0,0.0,0.0,0.0,0.0,115447.0,115447.0,2019-09-28,30.0,1243.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,11:11:36,67-RETIDA - GRANDE CLIENTE,0.0,0.0,,900.0,N,Normal,S,-20.450989,-54.578208,0
2.0,2019-02-01,99.0,5.0,176.0,5.0,17866966,485944.0,0.0,0.0,0.0,1.0,0.0,1145.0,1145.0,2019-02-28,29.0,6.0,Hidrometrado,PUBLICA,PUBLICA,NORMAL,,,,09:49:48,69-RETIDA - CONSOLIDADO,0.0,0.0,,900.0,N,Normal,S,-20.456028,-54.620085,0
2.0,2019-08-01,14.0,55.0,314.0,19.0,17952308,885762.0,1.0,0.0,0.0,0.0,0.0,146.0,146.0,2019-08-20,29.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,14:57:48,02-CAIXA CORREIO,0.0,0.0,,905.0,N,Normal,S,-20.473585,-54.536766,1
2.0,2019-07-01,8.0,24.0,112.0,16.0,17930026,753727.0,1.0,0.0,0.0,0.0,0.0,224.0,224.0,2019-07-12,30.0,47.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,08:05:43,01-EM MAOS,0.0,0.0,,902.0,N,Normal,S,-20.477003,-54.563816,0
